Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRL11,OUT010,919.376953125
FDU01,OUT013,3213.001953125
FDR39,OUT035,3800.712890625
FDO08,OUT046,2082.314453125
FDC02,OUT045,4597.201171875
NCZ29,OUT035,2317.595703125
FDF29,OUT010,0.0
FDZ23,OUT017,3044.443359375
NCU53,OUT018,1658.873046875
NCW30,OUT013,3521.892578125
NCM26,OUT027,4140.384765625
FDV50,OUT027,3250.212890625
FDW15,OUT049,2364.181640625
FDI35,OUT027,5419.458984375
FDO11,OUT017,4573.005859375
FDN48,OUT046,1632.455078125
NCA17,OUT049,2807.576171875
NCN54,OUT013,834.017578125
FDP22,OUT013,474.818359375
NCB54,OUT035,1992.373046875
FDD08,OUT045,310.337890625
DRM48,OUT010,0.0
FDG41,OUT027,2942.158203125
FDE44,OUT027,2177.755859375
FDE26,OUT035,2500.166015625
NCS38,OUT013,1414.791015625
NCJ54,OUT018,4257.755859375
FDI40,OUT019,0.0
FDN45,OUT018,2798.365234375
FDU43,OUT046,2111.482421875
FDI04,OUT010,1195.126953125
NCC07,OUT018,929.826171875
NCC07,OUT019,0.0
NCD18,OUT045,4186.326171875
FDU55,OUT035,5783.849609375
FDX59,OUT035,509.349609375
FDR52,OUT049,2923.259765625
NCP17,OUT013,1086.427734375
FDQ32,OUT045,2231.728515625
NCT17,OUT049,3436.837890625
FDO10,OUT049,1199.658203125
FDE32,OUT049,400.357421875
FDN44,OUT045,2687.931640625
FDH02,OUT035,1012.083984375
FDK60,OUT013,1685.701171875
FDS24,OUT019,0.0
FDL03,OUT010,609.064453125
FDB46,OUT027,5064.740234375
FDO48,OUT049,3093.634765625
FDZ39,OUT049,1183.130859375
FDT02,OUT027,1841.654296875
FDC50,OUT013,1822.521484375
FDP39,OUT035,1269.423828125
DRG15,OUT018,962.619140625
FDP10,OUT018,1232.091796875
FDF53,OUT027,4935.845703125
FDN34,OUT045,3217.935546875
FDK02,OUT045,2050.755859375
FDC23,OUT045,3426.201171875
FDJ10,OUT019,154.431640625
FDE53,OUT035,1438.037109375
FDR25,OUT035,3784.458984375
FDW50,OUT046,1838.001953125
FDS09,OUT049,844.587890625
FDW49,OUT010,584.689453125
FDU51,OUT046,4015.123046875
FDF28,OUT018,1522.115234375
NCY30,OUT018,2626.380859375
FDD44,OUT045,5373.556640625
FDX09,OUT017,3366.361328125
NCF30,OUT013,2086.302734375
FDZ50,OUT019,2823.833984375
FDW37,OUT013,1118.681640625
FDD11,OUT049,2885.314453125
DRH39,OUT018,1218.162109375
FDA36,OUT049,2191.900390625
NCG43,OUT049,1593.705078125
FDF02,OUT035,1836.849609375
FDP57,OUT027,2999.392578125
NCE42,OUT017,4658.568359375
NCR38,OUT027,5483.962890625
FDP03,OUT019,210.130859375
FDO51,OUT035,514.423828125
NCQ42,OUT046,2219.083984375
NCM41,OUT046,1033.048828125
FDH48,OUT027,2884.458984375
DRF60,OUT046,4676.837890625
FDJ27,OUT035,1822.978515625
FDQ14,OUT013,2154.162109375
FDN27,OUT017,1591.005859375
NCQ02,OUT046,3285.818359375
FDJ33,OUT049,2223.916015625
FDP07,OUT027,4025.298828125
DRE01,OUT049,3978.884765625
FDU36,OUT045,1693.787109375
FDL28,OUT017,2203.333984375
NCX53,OUT046,3003.068359375
FDZ39,OUT013,1127.970703125
NCP42,OUT013,3070.787109375
FDJ14,OUT035,1504.369140625
FDK04,OUT049,919.693359375
NCC19,OUT017,3761.349609375
FDS09,OUT018,473.587890625
FDZ02,OUT046,694.802734375
FDD35,OUT018,1701.689453125
NCY42,OUT017,2711.755859375
FDB05,OUT045,3130.685546875
FDF20,OUT035,3514.544921875
NCO41,OUT018,1552.107421875
FDC40,OUT027,2728.486328125
FDV58,OUT045,2340.255859375
FDZ57,OUT045,1017.810546875
DRM35,OUT046,3688.525390625
DRN36,OUT018,1124.279296875
FDQ13,OUT046,1600.716796875
DRO35,OUT010,638.224609375
NCD43,OUT035,1621.880859375
FDA51,OUT018,1350.591796875
NCX17,OUT027,4856.982421875
NCZ17,OUT049,1026.287109375
FDR11,OUT027,3913.857421875
FDW34,OUT049,3966.982421875
FDN50,OUT017,973.240234375
FDS09,OUT046,756.177734375
FDS48,OUT018,1810.396484375
FDL44,OUT049,3000.291015625
DRF48,OUT018,1270.728515625
FDA14,OUT018,1661.404296875
NCD30,OUT049,981.978515625
FDI16,OUT017,1228.400390625
NCG06,OUT035,3146.271484375
DRZ24,OUT035,2441.677734375
NCS17,OUT045,1800.755859375
FDB37,OUT045,4742.384765625
FDE10,OUT035,1987.091796875
FDC57,OUT045,2320.619140625
FDM12,OUT018,1466.056640625
FDE24,OUT049,1845.322265625
FDW22,OUT045,4257.412109375
DRD01,OUT027,2288.849609375
NCZ18,OUT027,5944.267578125
FDN49,OUT045,740.935546875
FDR22,OUT035,2516.958984375
FDV08,OUT019,0.0
FDY39,OUT046,3855.267578125
FDV36,OUT049,2630.451171875
FDO60,OUT045,562.333984375
FDU04,OUT027,3431.712890625
FDR20,OUT027,2406.044921875
FDW19,OUT019,26.107421875
FDU40,OUT049,2630.634765625
FDK15,OUT045,2036.767578125
DRF15,OUT035,1646.115234375
FDQ25,OUT017,2737.466796875
FDI48,OUT019,0.0
FDS49,OUT046,1492.912109375
FDV22,OUT046,2867.271484375
NCV42,OUT046,1975.693359375
FDX26,OUT046,2830.095703125
FDI33,OUT018,1836.787109375
FDZ14,OUT049,2113.923828125
FDG10,OUT013,914.482421875
FDM38,OUT018,963.224609375
FDG26,OUT027,5064.314453125
FDH46,OUT035,1554.388671875
FDN13,OUT018,1078.755859375
FDU57,OUT035,2521.623046875
NCI06,OUT046,3512.810546875
FDM38,OUT045,1189.345703125
NCG42,OUT010,0.0
FDL39,OUT045,2059.783203125
FDT31,OUT019,1071.419921875
FDV59,OUT013,4023.130859375
FDB49,OUT035,2199.447265625
FDD58,OUT049,1726.072265625
DRN59,OUT046,406.271484375
FDX48,OUT049,2512.865234375
FDQ11,OUT049,2978.513671875
FDY12,OUT049,961.857421875
FDQ11,OUT045,2833.638671875
DRI11,OUT017,1865.916015625
FDY32,OUT027,4435.408203125
FDS51,OUT045,444.681640625
FDR19,OUT010,876.900390625
DRB13,OUT018,2451.916015625
FDS21,OUT035,1423.349609375
FDQ40,OUT045,2557.595703125
NCE55,OUT013,3590.908203125
FDX43,OUT027,3441.876953125
FDS12,OUT049,2619.708984375
DRK01,OUT027,2855.841796875
FDN25,OUT017,1032.048828125
FDB60,OUT046,3024.419921875
FDQ13,OUT017,1716.310546875
DRK13,OUT045,3414.240234375
DRF25,OUT018,533.083984375
NCD42,OUT019,0.0
FDW25,OUT045,757.787109375
NCV29,OUT027,4134.998046875
NCK42,OUT035,3828.775390625
DRJ13,OUT027,3963.751953125
DRD15,OUT017,3152.615234375
FDM27,OUT045,2469.185546875
FDZ50,OUT018,4436.380859375
FDC04,OUT046,2652.255859375
FDF50,OUT049,3164.896484375
FDP15,OUT045,5422.455078125
FDK46,OUT035,3514.150390625
FDZ56,OUT018,2560.373046875
FDY60,OUT049,2569.267578125
FDB10,OUT035,2383.626953125
FDR57,OUT045,1985.310546875
FDU58,OUT049,2726.595703125
FDH02,OUT046,852.701171875
FDP48,OUT013,4228.044921875
FDI46,OUT035,2941.009765625
FDW56,OUT013,4651.193359375
NCM19,OUT010,524.994140625
FDS50,OUT027,4675.927734375
FDK24,OUT013,850.177734375
FDO36,OUT017,2774.115234375
FDK45,OUT027,3279.806640625
NCL05,OUT045,585.345703125
FDL32,OUT018,1349.998046875
FDA28,OUT049,2185.087890625
FDY36,OUT018,851.400390625
FDP32,OUT018,1502.443359375
FDL50,OUT046,1443.138671875
DRC24,OUT049,3324.556640625
NCS18,OUT017,2303.0390625
FDD16,OUT017,1831.01171875
NCV18,OUT013,2811.623046875
FDX07,OUT046,3113.380859375
NCZ05,OUT027,2695.974609375
NCI31,OUT013,948.498046875
FDK14,OUT049,1089.947265625
NCR06,OUT045,523.294921875
NCF54,OUT049,2885.291015625
DRG23,OUT010,0.0
FDD53,OUT046,879.021484375
NCM31,OUT027,3696.541015625
FDT16,OUT017,5291.970703125
FDR40,OUT035,1276.166015625
DRG25,OUT017,4586.755859375
FDT10,OUT035,1067.177734375
FDY32,OUT013,3026.013671875
FDN50,OUT035,1017.060546875
FDZ35,OUT019,165.826171875
NCP54,OUT045,2079.080078125
NCD07,OUT035,1342.123046875
FDS02,OUT018,3326.505859375
DRN59,OUT018,123.693359375
DRB24,OUT013,3007.357421875
FDP37,OUT027,3868.158203125
DRB01,OUT018,713.990234375
FDR47,OUT046,2992.193359375
NCM31,OUT010,310.701171875
NCF06,OUT027,4300.408203125
NCV17,OUT027,4237.318359375
FDS10,OUT049,2933.310546875
FDN52,OUT035,286.193359375
FDZ48,OUT013,1732.380859375
FDJ48,OUT049,3825.173828125
DRB13,OUT027,4179.505859375
FDV59,OUT017,4105.326171875
FDL32,OUT035,1792.044921875
FDZ12,OUT035,3250.146484375
NCR06,OUT027,2022.189453125
FDP51,OUT017,2461.544921875
FDY22,OUT013,2120.611328125
FDZ38,OUT049,3976.529296875
NCO54,OUT035,1303.689453125
FDR23,OUT035,3511.248046875
FDM38,OUT049,1334.181640625
FDS25,OUT013,2110.580078125
FDZ22,OUT013,1307.373046875
FDZ20,OUT019,3157.615234375
FDD45,OUT010,0.0
FDN03,OUT049,3232.337890625
NCW30,OUT046,3488.580078125
FDY24,OUT027,2654.794921875
FDJ26,OUT019,629.103515625
FDM15,OUT049,2520.908203125
NCW54,OUT027,2383.759765625
FDA23,OUT045,1559.896484375
FDA39,OUT019,0.0
FDZ12,OUT017,3206.126953125
NCB42,OUT046,1656.939453125
FDL16,OUT046,1008.423828125
FDO24,OUT019,671.681640625
NCP42,OUT046,3037.505859375
FDR19,OUT018,2557.275390625
DRL01,OUT045,4502.291015625
FDV37,OUT046,2451.931640625
FDI41,OUT010,674.986328125
FDF58,OUT049,1217.240234375
NCF43,OUT018,1964.552734375
FDN02,OUT049,3602.185546875
NCP41,OUT035,2035.509765625
NCY17,OUT027,2259.814453125
FDL58,OUT027,5497.537109375
NCA30,OUT027,4112.576171875
FDE46,OUT018,1174.435546875
FDY38,OUT035,3953.380859375
NCH29,OUT027,3266.552734375
FDO20,OUT045,3573.853515625
FDP44,OUT018,1405.021484375
FDM02,OUT027,2809.185546875
FDJ14,OUT027,2787.576171875
FDH04,OUT010,0.0
DRK23,OUT046,5185.498046875
NCW05,OUT046,3200.017578125
FDF12,OUT049,2318.521484375
FDL51,OUT019,946.224609375
FDN03,OUT018,2861.400390625
DRJ37,OUT049,2503.884765625
FDM12,OUT019,0.0
FDA16,OUT045,3976.166015625
NCB07,OUT017,3460.517578125
NCI17,OUT019,0.0
FDR51,OUT046,2478.837890625
FDJ55,OUT045,4181.365234375
NCZ17,OUT013,971.197265625
FDU25,OUT013,1015.341796875
NCG18,OUT045,1902.748046875
DRM11,OUT017,3929.826171875
FDH16,OUT035,1279.447265625
FDZ04,OUT018,831.685546875
NCX53,OUT035,3168.056640625
FDX38,OUT027,2667.919921875
FDX09,OUT046,3250.896484375
NCW05,OUT018,2917.341796875
NCS41,OUT017,1371.330078125
FDI26,OUT046,2812.423828125
NCZ41,OUT027,3271.357421875
NCK06,OUT046,1402.259765625
FDX23,OUT027,2642.345703125
NCA42,OUT046,2895.400390625
FDC20,OUT049,914.201171875
DRC49,OUT018,2011.759765625
FDX01,OUT013,1547.173828125
FDC08,OUT045,2931.166015625
FDC02,OUT017,4769.123046875
FDK10,OUT045,2094.740234375
DRC24,OUT013,3269.388671875
FDW16,OUT019,0.0
NCU06,OUT018,3217.626953125
DRA59,OUT045,2860.189453125
FDR24,OUT019,0.0
DRL35,OUT018,514.029296875
FDA49,OUT013,1436.548828125
NCC55,OUT046,639.427734375
DRD24,OUT019,159.861328125
NCE55,OUT049,3645.955078125
FDT33,OUT045,2309.513671875
NCT53,OUT013,1890.919921875
FDS26,OUT046,4605.876953125
FDL22,OUT018,924.498046875
FDP44,OUT017,1803.009765625
FDC52,OUT018,1705.478515625
FDI53,OUT010,0.0
FDZ23,OUT046,2928.978515625
NCT18,OUT013,3633.419921875
FDR13,OUT046,1250.759765625
FDB09,OUT010,0.0
FDZ60,OUT013,909.580078125
FDB11,OUT046,4387.689453125
FDC10,OUT018,843.458984375
FDW56,OUT035,4777.248046875
FDK14,OUT027,2459.458984375
DRE27,OUT027,2726.353515625
FDA38,OUT017,2548.525390625
FDT11,OUT045,2466.982421875
FDP15,OUT035,5638.291015625
FDV27,OUT035,1623.763671875
FDS36,OUT027,4022.431640625
FDY40,OUT027,2548.595703125
NCF19,OUT049,835.228515625
FDF53,OUT045,3436.767578125
FDS14,OUT027,3221.208984375
FDE56,OUT046,1334.880859375
FDZ19,OUT035,2686.748046875
FDZ46,OUT013,1560.513671875
FDR16,OUT046,4713.611328125
FDG29,OUT018,0.0
NCE30,OUT017,2512.244140625
FDZ40,OUT046,601.419921875
FDG58,OUT018,2074.099609375
DRH03,OUT013,1420.443359375
FDZ47,OUT045,1421.564453125
FDV04,OUT018,1195.779296875
FDZ10,OUT018,1927.568359375
FDG46,OUT017,2643.931640625
NCF07,OUT045,1325.744140625
FDY44,OUT035,3102.900390625
FDB21,OUT013,4048.572265625
FDS20,OUT035,3033.142578125
FDS49,OUT049,1581.310546875
FDX55,OUT027,4863.865234375
NCQ02,OUT018,3003.388671875
FDR25,OUT013,3658.435546875
DRG39,OUT045,990.197265625
FDB46,OUT046,3622.072265625
NCC30,OUT018,1902.904296875
FDE58,OUT035,2129.470703125
FDC05,OUT019,936.798828125
FDY15,OUT046,2233.060546875
FDG14,OUT046,3800.560546875
FDL08,OUT049,3459.169921875
FDQ47,OUT013,1039.228515625
FDN12,OUT035,1899.576171875
FDW10,OUT013,3945.294921875
FDD02,OUT035,2493.017578125
FDX35,OUT010,1645.099609375
FDT35,OUT046,1729.607421875
DRN47,OUT019,1085.533203125
FDB11,OUT010,2449.677734375
FDN20,OUT045,2849.103515625
FDB59,OUT035,2420.802734375
FDJ58,OUT045,2775.244140625
FDU60,OUT046,3768.412109375
FDS03,OUT049,1563.080078125
FDU40,OUT019,658.876953125
DRH15,OUT049,1429.173828125
FDD04,OUT027,3477.853515625
FDQ01,OUT046,3565.130859375
FDF28,OUT035,1964.021484375
FDD22,OUT010,1504.728515625
FDY19,OUT046,2499.638671875
FDN33,OUT035,1115.509765625
FDV36,OUT035,2701.369140625
FDW01,OUT010,0.0
FDJ28,OUT049,2920.751953125
FDB17,OUT035,3625.162109375
FDM40,OUT049,1956.810546875
FDV46,OUT045,2249.400390625
FDQ44,OUT049,2579.541015625
NCD42,OUT046,459.912109375
DRH37,OUT046,2367.732421875
FDR10,OUT018,2004.923828125
NCD06,OUT027,2123.052734375
FDI53,OUT046,1705.154296875
FDG16,OUT035,3465.607421875
DRB25,OUT046,1740.083984375
FDY09,OUT046,1931.505859375
FDX48,OUT045,2368.017578125
FDC03,OUT010,1178.865234375
FDT47,OUT035,1903.818359375
FDW44,OUT027,3665.990234375
FDT24,OUT017,1571.025390625
FDT12,OUT019,1564.568359375
NCS38,OUT035,1506.927734375
FDO39,OUT035,3906.076171875
FDA13,OUT046,537.955078125
FDO48,OUT035,3164.583984375
DRJ01,OUT017,1546.017578125
FDD53,OUT018,596.548828125
NCT05,OUT049,3680.224609375
FDQ51,OUT045,749.830078125
FDU60,OUT013,3801.744140625
FDC59,OUT046,1068.513671875
FDP36,OUT035,1407.044921875
NCM19,OUT017,2545.314453125
FDL16,OUT035,1167.841796875
FDE50,OUT018,2769.466796875
NCR18,OUT013,357.224609375
NCD30,OUT035,1052.892578125
FDH31,OUT013,1318.123046875
FDD56,OUT019,1147.580078125
FDC47,OUT049,4638.255859375
FDZ21,OUT045,1257.927734375
FDM01,OUT049,1945.587890625
FDF24,OUT013,1684.138671875
FDW23,OUT017,928.115234375
FDY52,OUT018,765.013671875
DRH37,OUT027,3810.306640625
DRO47,OUT027,3218.818359375
FDR25,OUT049,3713.458984375
FDQ24,OUT027,5785.466796875
DRJ51,OUT018,3236.435546875
NCU06,OUT035,3659.556640625
NCV18,OUT018,2495.728515625
NCC06,OUT027,4675.021484375
FDZ01,OUT018,1488.494140625
FDT14,OUT017,2433.576171875
FDD11,OUT019,915.490234375
FDN09,OUT017,3184.068359375
NCO18,OUT010,1149.638671875
FDZ50,OUT045,4662.525390625
FDS44,OUT013,4732.212890625
FDI36,OUT045,3050.978515625
FDA26,OUT010,1490.884765625
NCY53,OUT049,1969.888671875
FDF32,OUT049,2346.498046875
FDF59,OUT010,0.0
FDB20,OUT046,1100.392578125
DRH11,OUT035,721.654296875
FDT03,OUT049,1794.240234375
NCH06,OUT035,2669.068359375
FDR55,OUT049,3371.341796875
FDI10,OUT035,2914.482421875
FDZ12,OUT045,3034.314453125
FDM12,OUT049,1837.037109375
DRB25,OUT045,1683.654296875
NCS41,OUT013,1289.173828125
NCT53,OUT049,1946.068359375
NCD55,OUT013,544.408203125
FDY08,OUT049,1995.599609375
NCP55,OUT049,1276.814453125
FDA33,OUT013,2514.080078125
FDQ33,OUT013,3936.998046875
FDE45,OUT027,4950.630859375
FDT26,OUT013,1725.544921875
NCV53,OUT049,5198.474609375
FDK60,OUT027,3095.052734375
NCJ29,OUT046,990.814453125
FDI15,OUT045,4162.060546875
FDX21,OUT013,1586.720703125
FDV49,OUT019,2520.443359375
DRO59,OUT046,1478.611328125
FDZ14,OUT045,1969.056640625
FDP32,OUT027,3227.677734375
FDC33,OUT017,3479.591796875
FDT14,OUT010,363.240234375
NCN54,OUT027,2243.244140625
FDR57,OUT027,3484.232421875
DRK12,OUT046,542.005859375
FDX52,OUT049,3104.080078125
FDX08,OUT010,482.322265625
FDP10,OUT010,0.0
NCP50,OUT045,1117.462890625
NCL06,OUT013,3547.896484375
FDP25,OUT013,3593.361328125
FDE53,OUT013,1311.990234375
FDL27,OUT017,1340.603515625
FDC35,OUT049,2640.255859375
DRJ47,OUT010,970.130859375
FDD16,OUT018,1432.970703125
NCN42,OUT049,2773.658203125
FDC38,OUT027,3440.240234375
NCO07,OUT045,2857.673828125
FDQ20,OUT049,480.599609375
FDI32,OUT046,2298.978515625
FDN20,OUT010,976.255859375
DRJ51,OUT027,4961.677734375
FDU08,OUT045,1167.943359375
DRN37,OUT019,209.900390625
FDD05,OUT010,339.533203125
FDW15,OUT046,2275.716796875
FDI52,OUT046,1562.498046875
DRM11,OUT049,3927.669921875
NCO06,OUT045,388.220703125
FDU38,OUT049,3673.947265625
FDU59,OUT018,2616.087890625
FDJ10,OUT046,2063.802734375
FDM13,OUT049,1362.888671875
NCJ30,OUT019,489.474609375
FDM45,OUT018,1751.263671875
FDP36,OUT045,1191.244140625
NCD30,OUT010,0.0
FDN48,OUT017,1747.912109375
FDY32,OUT049,3081.103515625
FDU47,OUT046,1793.681640625
FDF17,OUT019,1274.244140625
FDP34,OUT017,3279.205078125
FDA47,OUT049,2754.146484375
DRD27,OUT027,3050.259765625
FDW38,OUT045,910.220703125
FDZ15,OUT019,78.771484375
FDZ03,OUT027,4671.767578125
NCN19,OUT049,2736.408203125
FDG02,OUT035,2221.669921875
FDS31,OUT035,2824.701171875
FDW43,OUT019,1761.798828125
FDZ47,OUT010,0.0
FDO57,OUT017,2719.083984375
NCL07,OUT013,596.373046875
NCV42,OUT013,2008.986328125
FDP40,OUT017,1867.486328125
FDP48,OUT019,2309.505859375
FDH21,OUT017,2595.064453125
NCP02,OUT049,1206.919921875
FDK24,OUT049,943.439453125
FDC41,OUT045,1523.556640625
FDF08,OUT017,1703.96875
FDO49,OUT017,1012.94140625
FDS56,OUT027,5327.322265625
FDX46,OUT018,591.423828125
FDQ07,OUT013,3331.736328125
FDC32,OUT010,0.0
FDT21,OUT019,1917.041015625
FDG58,OUT045,2300.244140625
FDW14,OUT049,1583.232421875
DRA12,OUT027,3608.337890625
FDV27,OUT013,1497.677734375
DRD25,OUT013,2080.728515625
DRF48,OUT027,2995.841796875
FDX24,OUT017,1593.826171875
DRJ51,OUT046,3519.021484375
FDE45,OUT045,3451.654296875
FDE14,OUT046,1889.033203125
FDG53,OUT045,1738.388671875
FDT08,OUT046,2299.451171875
DRC27,OUT027,4504.916015625
FDG20,OUT035,1905.669921875
FDC21,OUT046,1680.298828125
FDV31,OUT018,1872.349609375
FDB58,OUT045,2525.892578125
FDV23,OUT046,2169.826171875
FDA25,OUT019,0.0
FDC15,OUT046,2200.767578125
FDU47,OUT049,1882.119140625
FDE23,OUT013,947.732421875
FDS08,OUT013,1675.380859375
FDW03,OUT027,3436.720703125
FDJ60,OUT018,2192.552734375
FDM34,OUT017,2146.576171875
FDW33,OUT013,1567.111328125
FDZ40,OUT013,634.716796875
FDE33,OUT018,1266.169921875
NCC06,OUT010,1303.060546875
FDU11,OUT046,1733.080078125
FDL44,OUT017,3027.412109375
NCZ29,OUT017,2273.669921875
FDG28,OUT010,610.900390625
FDL12,OUT018,790.400390625
FDD52,OUT017,1632.662109375
FDO15,OUT013,1299.033203125
NCN29,OUT027,2483.357421875
FDW36,OUT013,1353.287109375
FDB21,OUT046,4015.255859375
FDZ28,OUT013,2038.185546875
FDY10,OUT035,2040.958984375
DRG39,OUT017,1162.130859375
FDN28,OUT013,1276.173828125
FDV15,OUT035,2276.455078125
DRI13,OUT035,3340.013671875
FDH20,OUT046,1678.224609375
FDY51,OUT013,4159.294921875
FDE16,OUT013,4380.048828125
FDX40,OUT018,738.943359375
FDC48,OUT018,1521.630859375
FDS14,OUT046,1778.634765625
FDX56,OUT017,4457.533203125
FDI10,OUT046,2755.103515625
FDI14,OUT013,1799.876953125
DRM48,OUT013,540.892578125
NCH07,OUT027,4071.216796875
FDY26,OUT013,4390.052734375
FDD02,OUT027,3776.197265625
FDM12,OUT046,1748.607421875
DRF01,OUT010,0.0
FDV36,OUT046,2541.982421875
DRI59,OUT013,3840.142578125
FDV03,OUT018,2487.466796875
FDO39,OUT017,3914.005859375
NCB07,OUT018,3062.498046875
FDH38,OUT027,3792.365234375
FDZ13,OUT035,914.400390625
NCZ30,OUT046,1827.056640625
NCA06,OUT035,530.353515625
FDB04,OUT049,1623.048828125
FDN50,OUT013,890.986328125
NCG06,OUT049,3075.369140625
NCY17,OUT018,534.341796875
FDC23,OUT046,3482.560546875
FDK33,OUT049,3629.501953125
FDR03,OUT049,4182.228515625
FDZ07,OUT045,1216.634765625
FDO38,OUT013,1033.708984375
FDS59,OUT046,2039.712890625
DRM11,OUT019,1922.923828125
FDX52,OUT027,4458.208984375
DRJ35,OUT018,374.642578125
NCP53,OUT046,3713.458984375
FDW15,OUT019,387.380859375
DRI47,OUT045,2542.212890625
DRZ11,OUT035,1690.271484375
FDS02,OUT013,3587.388671875
DRD49,OUT018,3297.751953125
FDW38,OUT049,1055.115234375
FDR21,OUT019,491.931640625
FDE40,OUT013,1177.744140625
FDI02,OUT045,1830.216796875
FDQ04,OUT045,1488.091796875
FDY14,OUT017,5133.365234375
NCT54,OUT046,1024.611328125
DRD25,OUT017,2162.845703125
DRE01,OUT045,3834.001953125
FDJ12,OUT010,1605.638671875
NCZ05,OUT049,1341.826171875
DRB25,OUT019,0.0
NCC31,OUT045,2261.986328125
FDM16,OUT045,1551.802734375
DRG11,OUT049,2063.939453125
FDV24,OUT027,3480.888671875
FDV43,OUT046,135.154296875
FDG05,OUT018,1648.263671875
FDV23,OUT010,287.099609375
FDI58,OUT018,1162.431640625
FDQ11,OUT017,3005.513671875
FDC05,OUT027,4280.154296875
FDF40,OUT013,3995.564453125
FDU02,OUT018,3375.978515625
FDT32,OUT013,2912.548828125
NCF06,OUT017,2973.416015625
FDT46,OUT013,961.892578125
FDR58,OUT010,0.0
FDY04,OUT046,2147.939453125
FDT58,OUT045,2055.158203125
FDE46,OUT049,1545.341796875
DRH11,OUT017,677.720703125
DRI51,OUT046,3439.427734375
FDC35,OUT017,2667.236328125
FDP45,OUT035,3062.669921875
FDC45,OUT017,1942.505859375
FDU01,OUT045,3123.326171875
FDJ53,OUT010,0.0
FDJ46,OUT017,2893.740234375
FDX07,OUT013,3146.669921875
NCI30,OUT049,2898.298828125
FDE47,OUT027,3304.337890625
FDV48,OUT045,1362.181640625
FDN16,OUT019,0.0
FDM52,OUT013,2750.052734375
FDA32,OUT027,4470.056640625
FDH05,OUT017,3906.314453125
FDW25,OUT010,0.0
FDQ09,OUT046,1762.138671875
NCM17,OUT010,0.0
DRM59,OUT046,2404.994140625
FDV47,OUT027,2960.923828125
DRE15,OUT035,1418.099609375
FDS25,OUT010,119.181640625
NCZ05,OUT018,970.845703125
NCV05,OUT019,57.951171875
DRM37,OUT046,4253.322265625
FDV58,OUT027,3839.470703125
FDN22,OUT027,4876.701171875
NCO06,OUT049,533.080078125
FDT56,OUT019,0.0
FDM02,OUT013,1399.900390625
FDA09,OUT046,3015.169921875
NCC06,OUT035,3391.884765625
NCL54,OUT049,3031.552734375
NCB55,OUT017,843.568359375
FDB12,OUT017,1860.654296875
NCA54,OUT049,2787.544921875
NCS38,OUT049,1435.927734375
FDC02,OUT049,4742.076171875
FDK44,OUT019,0.0
FDE16,OUT035,4506.134765625
NCS05,OUT035,1802.951171875
FDZ59,OUT045,3090.408203125
FDI20,OUT017,4236.998046875
FDQ14,OUT046,2120.841796875
FDF53,OUT017,3608.642578125
FDW25,OUT017,929.720703125
NCQ43,OUT010,0.0
FDX52,OUT013,3048.978515625
FDE28,OUT045,3543.166015625
FDN15,OUT017,1962.193359375
FDO28,OUT017,1233.919921875
FDQ33,OUT045,3847.197265625
FDM22,OUT010,0.0
FDJ03,OUT017,1329.837890625
FDI16,OUT045,1056.580078125
FDI09,OUT027,5508.533203125
FDX55,OUT013,3454.615234375
FDS23,OUT027,3595.017578125
DRC12,OUT045,2090.283203125
FDH41,OUT049,3111.208984375
FDN01,OUT013,2473.755859375
FDV55,OUT045,2190.912109375
NCJ19,OUT013,1462.974609375
NCY29,OUT010,0.0
FDP03,OUT018,1817.666015625
FDZ52,OUT045,1595.548828125
FDH31,OUT010,0.0
FDQ19,OUT018,4509.474609375
FDS15,OUT035,2610.220703125
FDN32,OUT017,3423.130859375
FDH32,OUT049,2028.419921875
FDF33,OUT017,2080.634765625
FDJ22,OUT046,2040.333984375
FDG56,OUT010,0.0
FDC05,OUT046,2837.509765625
FDK09,OUT013,3403.494140625
NCV29,OUT045,2636.103515625
NCC43,OUT019,770.943359375
NCA42,OUT049,2983.865234375
FDC10,OUT046,1126.025390625
FDC16,OUT013,1207.478515625
NCL17,OUT013,2742.392578125
FDA51,OUT035,1792.681640625
FDW01,OUT017,1583.642578125
NCF30,OUT045,1996.474609375
FDN49,OUT013,830.724609375
FDY20,OUT045,1202.263671875
FDC15,OUT045,2144.279296875
FDY24,OUT046,1212.095703125
NCG43,OUT017,1648.810546875
FDA48,OUT013,4384.982421875
NCF55,OUT017,934.880859375
FDL38,OUT049,1874.138671875
NCQ29,OUT018,2035.248046875
FDC34,OUT017,3353.974609375
FDP36,OUT027,2724.474609375
FDN50,OUT010,0.0
FDO23,OUT049,1705.560546875
FDT56,OUT013,1005.291015625
FDT13,OUT027,4595.537109375
FDZ03,OUT013,3262.458984375
FDQ03,OUT010,424.115234375
FDU44,OUT045,2739.212890625
FDD03,OUT049,3066.189453125
NCH30,OUT013,1779.208984375
FDS60,OUT010,428.607421875
FDG08,OUT046,2907.357421875
FDX38,OUT017,1322.810546875
FDD22,OUT017,3567.978515625
FDW51,OUT013,3326.361328125
FDL09,OUT017,1805.357421875
FDZ60,OUT045,819.787109375
NCH07,OUT046,2628.548828125
NCQ41,OUT049,2739.345703125
FDW04,OUT049,2432.259765625
FDI08,OUT027,5256.666015625
FDR19,OUT019,922.068359375
